state	posterior	prior	likelihood	treeModel.rootHeight	skyride.precision	CP1+2.kappa	CP3.kappa	CP1+2.frequencies1	CP1+2.frequencies2	CP1+2.frequencies3	CP1+2.frequencies4	CP3.frequencies1	CP3.frequencies2	CP3.frequencies3	CP3.frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	skyride
200000	-37626.5244032269	-8461.094018390817	-29165.430384836076	13.583710035319063	0.13150527218468222	7.727715422160055	9.369956448008537	0.38966992927347144	0.18504076949732837	0.21020853688617724	0.21508076434302192	0.3547756203385358	0.1917894755440702	0.18047619649361485	0.2729587076237765	0.24186678621633814	1.6717932554606254	0.8447497718007458	1.3105004563985128	0.005878019315494438	-13131.162012149312	-16034.268372686764	-8448.370186436774
400000	-38333.6404435608	-9153.608500387885	-29180.031943172915	13.369378697620236	0.04973071889865739	7.23362903864376	8.96467569909594	0.3898469599603167	0.1760068915712291	0.20946956080144116	0.22467658766701187	0.3674938092045083	0.19241509907895324	0.17165572675051902	0.2684353649660167	0.27301714869742294	1.7539944882968763	0.8555495029759415	1.288900994048121	0.005790465059476438	-13147.081138094356	-16032.95080507856	-9141.847604926057
600000	-37983.164303937876	-8841.52734875051	-29141.636955187365	13.319519758244704	0.0782999007628142	7.633224931769744	8.901313989708454	0.39252603587235374	0.19576459205627092	0.19626860019345257	0.21544077187792157	0.3239304333793975	0.20754265160239163	0.19550396834952463	0.2730229466686837	0.2490806633659247	1.791980627964488	0.8307429000685294	1.3385141998629448	0.005669732755638084	-13168.928543406717	-15972.70841178065	-8829.293144648102
800000	-38001.81067118564	-8818.623013930877	-29183.187657254763	13.332000701547503	0.07860492498587397	8.306133441552696	9.14142063705486	0.40748934216579336	0.17146203147297862	0.19480123241135416	0.22624739394987253	0.3407082058020505	0.19003069869707354	0.18674166067009607	0.28251943483077735	0.259495643931643	1.6527487163620946	0.8259859367010851	1.3480281265978338	0.005714594220753278	-13198.081558781243	-15985.106098473518	-8806.429199729195
1000000	-37554.23394496618	-8382.641039747721	-29171.59290521846	13.468508008487659	0.15807584545839617	6.9809501951243975	9.399833769509119	0.3844282088704989	0.17520543247493411	0.22362482254990965	0.21674153610465602	0.3576200039535357	0.18014851762093884	0.18281024827961612	0.27942123014590675	0.3062863710408221	1.7179008880664248	0.7930324372853658	1.4139351254292725	0.005516075197885059	-13189.076214139157	-15982.516691079303	-8369.869935153216
1200000	-37634.71067153416	-8523.638485434867	-29111.07218609929	13.348603741387999	0.12961760994063776	7.52826775910948	8.53987645799748	0.42458129791930077	0.17509460382025788	0.19934634449417904	0.20097775376626115	0.3394792535966711	0.1972764839566279	0.19807597659432158	0.2651682858523769	0.2593883394312058	1.8226465893349335	0.8192512795333184	1.3614974409333667	0.005612065692411804	-13169.472207264012	-15941.599978835276	-8510.927070053584
1400000	-37938.23014976109	-8759.550598179998	-29178.679551581088	13.430052114094888	0.10293572944383049	7.064926780618833	9.346634059117072	0.4122802382406646	0.17130609894936957	0.21067974056076644	0.2057339222491981	0.3592667546099246	0.20004089163186092	0.17863322799468054	0.26205912576353146	0.25796973700860126	1.807904475914081	0.8491536874425828	1.301692625114837	0.005747938393311192	-13190.606306250012	-15988.073245331077	-8746.917800449792
1600000	-37977.571218283745	-8877.551615970846	-29100.019602312896	13.407984318399974	0.09391669601743445	7.786569885286397	9.36493172457243	0.39674639264915246	0.17604419013829248	0.21894880466312636	0.20826061254942757	0.36337619313320546	0.20709428050223508	0.17274675740591638	0.25678276895864044	0.26756322663338317	1.8056994839019096	0.8293778962898701	1.3412442074202628	0.005307813355673702	-13156.122309895714	-15943.897292417183	-8865.03731877081
1800000	-37816.832948982345	-8743.423315781622	-29073.409633200725	13.441196669029042	0.11319513191020383	7.60570954044875	8.812277137318807	0.38147400627770456	0.18105345909604126	0.22052235152383878	0.21695018310241415	0.3655436654069588	0.18590631590669265	0.1789469616355106	0.26960305705083526	0.25195737735640694	1.7002769805065234	0.8237364225967904	1.3525271548064233	0.005693398985417539	-13157.716316357366	-15915.69331684336	-8730.9058076697
2000000	-37788.75207146546	-8690.164995055553	-29098.58707640991	13.483399206125315	0.1132024015530102	7.578005022234371	7.946346503798768	0.4100490613517139	0.16431192211306073	0.21667374184435903	0.20896527469086518	0.3472883507265825	0.18880535832159864	0.17807783070119965	0.2858284602506163	0.278543211053036	1.7304887383174812	0.8442704863770515	1.3114590272459006	0.0057150887420644786	-13149.7426897663	-15948.84438664361	-8677.730598263586
2200000	-37557.29812342388	-8456.672043644798	-29100.62607977909	13.538761846071269	0.1558983740936168	7.0010510621208	9.08655181190134	0.40318726118871206	0.18623185531880634	0.199405145884001	0.21117573760847952	0.3620469200178737	0.18588941802685702	0.1829719281597518	0.26909173379551443	0.244353344824239	1.680808081930529	0.8481937352780207	1.3036125294439622	0.005663343399971387	-13175.171784746111	-15925.454295032976	-8443.976660724573
2400000	-38065.72912828678	-8978.176484324153	-29087.55264396263	13.51533417843855	0.08610598188883374	7.174924651852651	9.44771447971335	0.4101961839166017	0.178829214089326	0.19467412992134708	0.21630047207272415	0.36495517557113766	0.18491548769912836	0.1877561536332906	0.2623731830964404	0.23635322779693657	1.6845285619936265	0.846752135408571	1.3064957291828612	0.005377042577636815	-13163.494452841036	-15924.058191121594	-8966.10228294567
2600000	-38177.77830079537	-9068.542210251986	-29109.236090543385	13.425002686220425	0.08080800592377173	7.358785972939816	9.024658790302496	0.3985586865471961	0.19057609910852708	0.1921972175856364	0.21866799675863915	0.35389039777332654	0.19912640901154227	0.17620809223650025	0.2707751009786282	0.24822566823481196	1.4722867181365038	0.8296907493722097	1.3406185012555838	0.005512247397912481	-13160.012749991436	-15949.22334055195	-9056.866825180203
2800000	-37726.842645836674	-8615.304284253647	-29111.53836158303	13.425082659314846	0.1455193817196652	7.028602494628522	8.189899635939131	0.40354711746104965	0.17897143573084345	0.1997358992690597	0.21774554753904599	0.33149659169992673	0.19937735589431213	0.2066766888893621	0.2624493635163965	0.26065064206623345	1.5872439294660543	0.8564707784480949	1.2870584431038132	0.005264429044649368	-13136.576177736686	-15974.96218384634	-8603.205549352468
3000000	-37876.16065100123	-8718.398347663411	-29157.762303337815	13.482093768188857	0.11097985485705576	7.1132072126013615	9.429572922038682	0.4031491694889559	0.16886040863757382	0.2149451115456838	0.2130453103277856	0.35152369269142086	0.18903459455338617	0.19255287315112388	0.2668888396040667	0.2695837024053473	1.753799215329086	0.8236700653746198	1.3526598692507639	0.00552580093788857	-13159.466619654148	-15998.295683683667	-8705.862789584377
3200000	-38050.01662277918	-8915.004881555451	-29135.01174122373	13.420664085240427	0.0855572815224633	7.447342762155659	9.51376917055869	0.4120263268813878	0.16880327875564274	0.21150232596249693	0.20766806840047142	0.3403185724308263	0.19369106599893668	0.1799313462572933	0.28605901531294115	0.30118552692974804	1.5322940232065911	0.7838567237953623	1.4322865524092794	0.00499537321588675	-13147.75278675583	-15987.258954467903	-8903.3081946687
3400000	-37881.01293550222	-8802.192518477068	-29078.820417025156	13.40778970895729	0.11077510640872393	6.795935002343831	9.079532252767155	0.38756522727046483	0.1795327442503571	0.20420872407800994	0.22869330440116714	0.3471903377227234	0.19517596494945444	0.18018032781268697	0.2774533695151325	0.2765656496302775	1.7163727338334644	0.7712189443543864	1.4575621112912311	0.00515952738580732	-13113.346811965344	-15965.473605059811	-8790.018645233778
3600000	-37780.38811695435	-8613.826477494727	-29166.561639459625	13.426175907482437	0.13695644849841881	6.765369824126956	9.440400747000549	0.3844217215746347	0.17609796367975622	0.20772734624245948	0.23175296850314872	0.3456186373641769	0.20984610371946144	0.17735963101008567	0.2671756279062733	0.2898117390454637	1.6734312837485608	0.8385075044956907	1.3229849910086222	0.0053866761891282365	-13151.929747376173	-16014.631892083453	-8601.3360615223
3800000	-38158.85372954262	-8958.742310212716	-29200.111419329907	13.450251074976466	0.08423827416744503	7.715605595089397	8.524421502336672	0.4171855220454809	0.17520779817081336	0.1890405340167554	0.21856614576694955	0.37959805035560706	0.18945331149029057	0.16856956852708221	0.2623790696270176	0.2797575075841252	1.615285627401273	0.8226448452718135	1.354710309456377	0.005225265953000947	-13180.518539364899	-16019.59287996501	-8946.980704501919
4000000	-37787.38811406812	-8639.535902814838	-29147.852211253277	13.426524025563381	0.11493626866262141	7.160249529926314	8.237038479288808	0.3968226899541795	0.18894743843543602	0.1927330229882159	0.22149684862216779	0.33154758487117403	0.21306880670512468	0.18266118936265677	0.2727224190610418	0.2544380317081053	1.576124243236589	0.8495282115873053	1.3009435768253934	0.005847550548622088	-13137.228146059337	-16010.62406519394	-8627.385262866932
4200000	-37776.927284326324	-8623.893954411016	-29153.033329915306	13.517793944811492	0.1093532964770539	7.910464560972931	8.889494989084872	0.41173063356765177	0.16887390147569323	0.20240179109738304	0.21699367385927107	0.3449279447197939	0.19657269421877396	0.1890292126977819	0.2694701483636475	0.2674489927148533	1.7384574404387316	0.834077091750849	1.3318458164983051	0.005435154463503914	-13148.43229247086	-16004.601037444447	-8611.470560683323
4400000	-37634.74124952669	-8456.643274952428	-29178.097974574266	13.636815825687552	0.13664112198038422	8.250486282887863	8.321095799202514	0.37925602946518083	0.17870289729665365	0.21325994971646411	0.22878112352170055	0.34799352219061125	0.19326217305611096	0.18779732315544817	0.270946981597827	0.2744509043783627	1.4565748007308748	0.8073808654861743	1.3852382690276546	0.005668214502786719	-13153.692038811041	-16024.405935763223	-8444.463032884776
4600000	-37669.047350783905	-8441.39083590372	-29227.656514880182	13.388151338042753	0.14193581603439479	6.824214687688588	8.630636698832522	0.41293778560253996	0.1671789716673863	0.19086574213783764	0.22901750059223525	0.34314945549784587	0.19098573788453246	0.19394338193729638	0.2719214246803227	0.23598959060796829	1.834866156136156	0.8172606322969868	1.3654787354060292	0.005836817351227517	-13164.584192007549	-16063.072322872633	-8428.63344004444
4800000	-37390.58787432179	-8208.107076171293	-29182.4807981505	13.374061147661337	0.1951338504147711	6.786630633990285	9.137962090932328	0.3842389737685569	0.18479098162437996	0.22175586399504343	0.209214180612019	0.35204460210121846	0.19726149485893912	0.17827762136592573	0.27241628167391385	0.2689710983329805	1.5085857112786587	0.7971385696629785	1.4057228606740457	0.0056669313806738545	-13153.109064702388	-16029.371733448113	-8195.627183398628
5000000	-37687.49796630336	-8547.875762889242	-29139.622203414117	13.437182377789398	0.13225175765309058	7.532167351694069	8.3071036307724	0.3821107603325101	0.18218216919639238	0.20250939191631942	0.2331976785547774	0.35631653325873097	0.18319907676545025	0.1999375401051168	0.2605468498706991	0.28870413125966493	1.7979582939454486	0.8042350149766969	1.3915299700466084	0.005479136817112208	-13133.04982631338	-16006.57237710074	-8535.215023859597
5200000	-38092.947153638524	-8962.680883207555	-29130.26627043097	13.408841439373287	0.07567016663485578	6.340624349155809	7.865041707008464	0.4119837307680894	0.176329973221133	0.20793920371501956	0.20374709229575738	0.3409593002701168	0.19430439226036847	0.1867607946000321	0.27797551286947997	0.28214916904618936	1.4759449492562438	0.8547282970697231	1.290543405860556	0.006079263119420633	-13137.487539872414	-15992.778730558557	-8951.266763034793
5400000	-37973.46499741408	-8822.988527520214	-29150.47646989386	13.312918213154484	0.07896333717104971	6.76312612388173	8.275075049411194	0.38498349751411226	0.17620231549096207	0.2084831006627518	0.23033108633217317	0.3304842633139591	0.21767243563302216	0.17689315900736277	0.2749501420456534	0.2802469545780747	1.4492812363264505	0.7509292293859889	1.498141541228024	0.0055783940354470615	-13160.262717328149	-15990.213752565713	-8811.763862229802
5600000	-37787.61231458501	-8687.522513361195	-29100.08980122381	13.280863977980431	0.09924219575814974	7.117192180651228	8.369638678464765	0.40371925351858967	0.16893034045525746	0.20399263685156785	0.22335776917458433	0.33275130167892153	0.19179835328600622	0.20367288562673433	0.2717774594083352	0.2609422887161227	1.7674752529354234	0.7781286218140286	1.443742756371944	0.005409763196005429	-13152.355308286782	-15947.73449293703	-8675.479255606773
