3.47	0.72	0.16	0.09	0.36	0.08	0.68	0.68	0.61	1.07	0.09	0.29	0.34	0.25	0.20
1.35	6.78	0.95	0.16	0.13	0.16	0.48	0.75	0.54	0.80	0.98	0.45	0.13	0.14	0.33
0.36	1.09	9.13	0.84	0.25	0.16	0.16	0.27	0.63	0.58	0.78	0.24	0.51	0.14	1.27
0.13	0.21	1.59	9.34	0.64	0.42	0.10	0.14	1.05	0.65	0.54	0.24	0.23	0.04	0.77
0.17	0.27	0.41	1.00	3.51	2.29	0.34	0.30	0.59	0.22	0.33	0.43	0.36	0.04	0.30
0.45	0.30	0.17	0.31	1.75	2.24	0.74	0.36	0.36	0.17	0.52	0.61	0.53	0.32	0.70
0.69	0.51	0.25	0.20	0.60	1.82	1.38	0.79	0.71	0.52	0.37	0.37	0.74	0.39	0.60
1.01	1.01	0.59	0.23	0.45	0.89	1.14	1.36	0.78	0.60	0.56	0.55	0.94	0.54	0.40
0.99	1.11	1.03	0.43	0.64	0.61	0.62	1.30	1.31	0.82	0.54	0.45	0.64	0.39	0.50
0.49	0.48	0.67	1.03	0.79	0.42	0.58	0.55	0.66	0.83	0.57	0.45	0.87	0.54	0.37
0.37	0.37	0.38	0.60	0.66	0.45	0.38	0.45	0.58	0.75	0.72	0.49	0.74	0.39	0.30
0.45	0.34	0.13	0.23	0.49	0.42	0.16	0.36	0.25	0.57	0.61	0.86	0.85	0.25	0.53
0.41	0.27	0.11	0.04	0.28	0.34	0.26	0.34	0.37	0.23	0.15	0.51	0.40	0.50	0.53
0.46	0.29	0.25	0.01	0.13	0.18	0.14	0.39	0.15	0.07	0.09	0.39	0.72	0.61	0.83
0.69	0.52	0.56	0.24	0.30	0.45	0.30	0.39	0.59	0.45	0.57	0.59	0.96	0.79	0.80
